reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name,app_id,text_clean,sentimen
2c4c2eaa-7437-4af0-b1b9-50c917e628b1,Achmad Zaeni,https://play-lh.googleusercontent.com/a-/ALV-UjUYDFxBoF9SnbfMuZJUzODREhBuwAqVHJzjXEJBjl-S_bzOQLfb,"mohon tetap pertahankan aplikasi ini min, jangan di hapus",5,0,5.16,2025-12-15 13:02:28,"Hai Kak Achmad, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Nadim-

",2025-12-18 15:34:01,5.16,bni,src.com.bni,mohon tahan aplikasi min hapus,netral
dab3b90b-d5ab-4d0d-9a21-954e3c60645d,Dadan Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUX9IzJeOd8f4jaQQum37htGolCfeHVAP78g4WST2mSclPojNHq,mudah di gunakan nyaman pelanggan,5,0,5.16,2025-12-15 09:47:04,"Hai Kak Dadan Setiawann, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:25:54,5.16,bni,src.com.bni,mudah nyaman pelang,positif
a8b260f3-4e59-40d8-8593-4011c1deae5f,Nana Imron,https://play-lh.googleusercontent.com/a/ACg8ocJG4AfriD1_8nUKUTfObO_2aT4A2UQPztHIMJqUby0quCabCg=mo,tambah oke,5,0,5.16,2025-12-15 07:48:08,"Hai Kak Nana Imron, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:25:12,5.16,bni,src.com.bni,oke,netral
01db01df-3cfc-4355-99bf-1458ad5b3f6e,Awan Iskandar Said,https://play-lh.googleusercontent.com/a-/ALV-UjW_d88nTKdWqYwRPdsq2UgdOyEd10z2gtdq3kNCbAemtrZo01-JZg,jadi versi android berapa yang suport aplikasi ini.,1,0,,2025-12-14 21:01:49,"Hai Kak Awan Iskandar, maaf atas kendalanya. Saat ini tidak ada informasi kendala BNI Mobile Banking. Mohon Kakak pastikan - Jaringan stabil - Ruang penyimpanan cukup - Minimal Android 6.0 atau lebih - Tidak menggunakan Root Device/Jail Break. - Pastikan pengaturan unduh Aplikasi pada device yang digunakan ya Kak. Semoga lancar. Tks. -CX Winda-""
",2025-12-15 10:24:08,,bni,src.com.bni,versi android suport aplikasi,netral
52255e68-6f66-450f-89ae-c7ee0bbb6a0c,Hironimus Lede,https://play-lh.googleusercontent.com/a/ACg8ocK6m6C6rlJGNkl4hxE6srDzb-nRn7mmZJ6ieXk6tF7EElbfCg=mo,mantap,5,0,5.16,2025-12-14 12:26:18,"Hai Kak Hironimus Lede, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:23:03,5.16,bni,src.com.bni,mantap,positif
fb359048-897b-414f-8c75-e8db886945bd,dyandra Sari,https://play-lh.googleusercontent.com/a-/ALV-UjXHxIfIWTnjhuWB0eJKkhNT7UdqLRhTdSfmLBvrGp9GUZiIR8BN,mantap,5,0,5.16,2025-12-13 12:32:07,"Hai Kak dyandra Sari, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:22:23,5.16,bni,src.com.bni,mantap,positif
4dd5ff0c-5a03-4bfe-960a-205b85bb2812,Endi Sudasta,https://play-lh.googleusercontent.com/a-/ALV-UjVqZXcgLyZqi2kwhowbu8ARSC9ag_SpVGFnxTMMplySc_go1HA_,Sangat puas,5,0,5.16,2025-12-13 10:25:36,"Hai Kak Endi Sudasta, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:21:27,5.16,bni,src.com.bni,puas,positif
2e355544-576f-48bf-b92d-d7ced3a3611d,A Tbg,https://play-lh.googleusercontent.com/a-/ALV-UjX3NujXwhDxr8-UXtpHZrweAXX53JO3atZj7nqh7C8ICf3JqM8,"Tolong donk ini bagaimana ,stiap buka aplikasi,dan transaksi selalu bermasalah bug nyaaaa",3,0,5.16,2025-12-12 09:46:49,"Hai Kak A Tbg, maaf atas kendalanya. Saat ini tidak ada informasi kendala BNI Mobile Banking. Mohon Kakak pastikan - Jaringan stabil - Ruang penyimpanan cukup - Minimal Android 6.0 atau lebih - Tidak menggunakan Root Device/Jail Break. - Pastikan pengaturan unduh Aplikasi pada device yang digunakan ya Kak. Semoga lancar. Tks. -CX Winda-""
",2025-12-15 10:20:30,5.16,bni,src.com.bni,tolong donk stiap buka aplikasidan transaksi masalah bug nya,negatif
fd558dd3-55db-408e-9157-776a23a474de,Ari Afianto,https://play-lh.googleusercontent.com/a/ACg8ocLETnaCKPTH0R3R8UphQ6jsYB8MeE2AwIKeD_pV718nOYJ3nw=mo,bagus,5,0,5.16,2025-12-12 04:45:45,"Hai Kak Ari Afianto, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:19:09,5.16,bni,src.com.bni,bagus,positif
2c2bdaf2-5906-49a8-bd31-5f648c23ee5f,Marisah Marisah,https://play-lh.googleusercontent.com/a/ACg8ocIp_0zLqcB136ZvQuEDXPAhpYEk8lnhAf6FuFwJAwyQtwfqJQ=mo,❤️❤️❤️,5,0,5.16,2025-12-11 18:17:43,"Hai Kak Marisah Marisah, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:18:21,5.16,bni,src.com.bni,,netral
7e950a2a-d65b-4b41-9f20-63d235fe284d,Ngurah alit,https://play-lh.googleusercontent.com/a-/ALV-UjWyvuoPIy3c4ry2aFC5aS1huoiBAo-qq_LaEdXRjY0PUyJ0Pxqv,bagus,5,0,5.16,2025-12-11 16:01:12,"Hai Kak Ngurah alit, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:17:43,5.16,bni,src.com.bni,bagus,positif
16e36035-fcd3-4a67-b284-c63e4dcac292,Eben Sibuea,https://play-lh.googleusercontent.com/a-/ALV-UjUZmQOL6gzIPNlajowJnEk26vHP4klouGgOuCGEsS6FI8-hJN4,mantap pak,5,0,5.16,2025-12-11 12:34:05,"Hai Kak Eben Sibuea, terima kasih atas review dan rating positifnya buat aplikasi BNI Mobile Banking. Kami senang dapat memberikan pelayanan terbaik untuk Kakak. Tks. -CX Winda-
",2025-12-15 10:16:26,5.16,bni,src.com.bni,mantap,positif
888c8626-63b4-43bc-ab1c-5249efdcf077,Int Nielel,https://play-lh.googleusercontent.com/a-/ALV-UjV0_wBG9j-n3r7SjS6lEA8OETOOb4EQ_nepixqC2_Hz2gwzfYR8,"hp saya cuma 1 tapi sering dibilang telah diinstal di perangkat lain, parah banget, jadi takut pakai aplikasinya",2,0,5.16,2025-12-11 05:20:54,"Hai Kak Int Nielel, maaf atas kendalanya. Saat ini tidak ada informasi kendala BNI Mobile Banking.
Mohon Kakak pastikan
- Jaringan stabil
- Ruang penyimpanan cukup
- Minimal Android 6.0 atau lebih
- Tidak menggunakan Root Device/Jail Break.
- Pastikan pengaturan unduh Aplikasi pada device yang digunakan ya Kak. Semoga lancar. Tks. -CX Winda-""
",2025-12-15 10:14:20,5.16,bni,src.com.bni,bilang dinstal perangkat parah banget takut pakai aplikasi,negatif
e0de96e5-46b1-4252-ae3d-d1266eb43614,Ellis Nur,https://play-lh.googleusercontent.com/a-/ALV-UjUayFsr_awVr59z5OK4-2Xd18JfRuNi-8CwQslRH_FKtVduhRJ9nw,Sangat mudah untuk melakukan transaksi perbankan,5,0,5.16,2025-12-10 19:13:28,,,5.16,bni,src.com.bni,mudah transaksi perban,positif
88fed064-0e83-4ccf-991e-bae855340c67,Muhammad Novianto,https://play-lh.googleusercontent.com/a/ACg8ocLFBzxBYXRefwipjCODQmdL8fuD6H3_7hpQLRX_K1nuMGhkew=mo,mantap,5,0,5.16,2025-12-10 17:54:32,,,5.16,bni,src.com.bni,mantap,positif
925b87d5-3977-4578-a3f7-a706a4344ce0,Rafi Bray,https://play-lh.googleusercontent.com/a/ACg8ocJvP8pLTkjtwCqdOpBd4RBFz-RYJZrvElHuZIqyxueFc9umLw=mo,sangat membantu transaki,5,0,5.16,2025-12-10 12:53:02,,,5.16,bni,src.com.bni,bantu transaki,netral
4f175b17-6dd2-4ba3-9ab8-cf2810cc5e24,hendri indra,https://play-lh.googleusercontent.com/a-/ALV-UjXlz-F4JSr1-HnKAUYYVfHEiqzwJO3dJ0xGJGuXEVTd_LJe8vY,parah di update malah gagal terus,5,0,5.16,2025-12-10 10:07:21,"Halo Kak Hendri, maaf atas kendalanya ya. Bisa diinformasikan lebih detail kendala yang dialami agar kami bisa menginformasikan solusinya dengan segera. Tks -Thomas-",2021-07-18 06:45:44,5.16,bni,src.com.bni,parah update gagal,negatif
fdfefc23-30ae-43f6-9ee1-deb58b4c4911,Hardi 66,https://play-lh.googleusercontent.com/a/ACg8ocKEuubg8GC5328FRbFiw67iD2R-vsnGU3KvfZY9VzHjHDLRVQ=mo,Cepat dan akurat,5,0,5.16,2025-12-10 06:54:36,,,5.16,bni,src.com.bni,cepat akurat,positif
d4ad5d43-539f-462a-ae15-f03e1cd55849,BAYU,https://play-lh.googleusercontent.com/a-/ALV-UjUn78J1fRbw5UvSc8dt3hL8HoAvpruocNluzkKo-hC773AnfaNf,saya lebih suka aplikasi ini lebih simple dari pada wondr agak ribet,5,0,5.16,2025-12-07 13:28:27,,,5.16,bni,src.com.bni,suka aplikasi simple wondr ribet,netral
38b23d5a-441b-4ca8-9db8-73903d9a37df,teguh heriyanto,https://play-lh.googleusercontent.com/a-/ALV-UjXUP9lN7WOsge8AvVNKiMElJUj3jaSSjTWlD-3M-yFLTyfQoxmx,apknya makin susah ga bisa di buka,1,0,5.16,2025-12-07 08:16:27,"Hai Kak teguh heriyanto, maaf atas kendalanya. Bisa diinfokan detail kendalanya respon yg muncul seperti apa agar kami bisa infokan solusinya segera. Saat ini mulai dilakukan penutupan BNI Mobile Banking, jadi sebagai pengganti dan untuk kemudahan bertransaksi pake wondr by BNI dengan fitur yang lebih canggih dan keren. Tks -CX Bella-",2025-12-08 13:37:53,5.16,bni,src.com.bni,apknya susah buka,negatif
af22588c-25e8-41d4-93b3-1ee48df917fa,Kanjeng Dhanker,https://play-lh.googleusercontent.com/a-/ALV-UjVQv0SRosld04ZJDmkjlFB7uFmXPym8MqdtWJik2ENV1vX1rsXs,pelayanan live chat sangat sangat buruk,1,0,5.16,2025-12-07 08:07:43,"Hai Kak Kanjeng Dhanker, maaf atas kendalanya. Bisa diinfokan detail kendalanya respon yg muncul seperti apa agar kami bisa infokan solusinya segera. Saat ini mulai dilakukan penutupan BNI Mobile Banking, jadi sebagai pengganti dan untuk kemudahan bertransaksi pake wondr by BNI dengan fitur yang lebih canggih dan keren. Tks -CX Bella-",2025-12-08 13:37:48,5.16,bni,src.com.bni,layan live chat buruk,negatif
1d1bdea6-c915-4b5d-8dee-e5a5b4c9285b,Sugianto Sinaga,https://play-lh.googleusercontent.com/a-/ALV-UjVQWEYVY7UTHaVJKN6SFOOYus1d0uL5JRG6yRBhM8hZwCi9kGQ,min sudah satu harian saya coba login tapi tidak bisa. selalu muncul peningkatan pelayanan . sampe kapan saya menunggu min,5,0,5.16,2025-12-06 13:02:39,,,5.16,bni,src.com.bni,min hari coba masuk muncul tingkat layan sampe tungu min,netral
ce671b30-f660-4799-b2af-6645281831fc,Siti Rahayu,https://play-lh.googleusercontent.com/a-/ALV-UjWeKYkL31isaYe8SMPirNGmY8EK7V5iy1271EECK-GuwhlRnDw,aplikasi ini LBH lancar jaya jngn d hapus..drpd WONDR yg slalu gagal karna kendala internet sedangkan kuota full dan bt buka aplikasi Laen ok aja....,5,0,5.16,2025-12-04 09:36:21,,,5.16,bni,src.com.bni,aplikasi lbh lancar jaya jngn hapusdrpd wondr slalu gagal karna kendala internet kuota ful buka aplikasi laen,netral
b856d6bb-887b-41d9-a983-dd3dd7df28a9,ahmad sobni,https://play-lh.googleusercontent.com/a-/ALV-UjXA1gok8076_nB321i7Kh64an5zb2ha_sie8Tavp6UWmYrIST0O,bagong potongan 11 rb + 4 rb + 5 rb padahal saldo ada 200 rb,1,0,5.16,2025-12-04 05:32:07,"Hai Kak Ahmad Sobni, maaf atas ketidaknyamanannya. Untuk saldo biaya administrasi, pengelolaan kartu ATM, dan denda di bawah rata-rata saldo minimum kebijakannya sesuai jenis produk rekening ya Kak. Apabila berkenan dgn biaya admin yg lebih terjangkau, silakan klik www.bni.co.id untuk memilih jenis tabungan yg lain. Tks. -CX Irina-",2025-12-05 13:44:56,5.16,bni,src.com.bni,bagong potong saldo,netral
d7dc4c33-8a30-40ac-9941-0fd0a572b9f2,Miss Gothica,https://play-lh.googleusercontent.com/a-/ALV-UjW_pZrshtx5DqPUxEfiLMbp5K8ESdEMbXlNm523y0dtifsb3I0,lebih suka aplikasi ini daripada wonder 😭😭😭😭😭😭😭😭,5,0,5.16,2025-12-02 15:12:36,,,5.16,bni,src.com.bni,suka aplikasi wonder,positif
5b1efcf6-c3f1-4c4c-aea0-5860fec74ba0,Yoga Alfiana,https://play-lh.googleusercontent.com/a-/ALV-UjUiPnk-Fy0xT-k3CQKuS8gOMS1zYUgJ6UOT83Uiqv-25eIW27vynw,"SEKELAS BANK BESAR INDONESIA, ADA KELUHAN TENTANG SALDO YANG HILANG, TIDAK ADA RESPON SAMA SEKALI",1,0,5.16,2025-12-02 08:58:49,"Hai Kak Yoga, mohon maaf atas ketidaknyamanannya. Silakan Kakak dapat melaporkannya melalui telepon ke BNI Call 1500046 atau melalui TANYA BNI pada fitur BNI Mobile Banking atau WhatsApp resmi BNI 0811-588-1946 agar kami bisa infokan solusinya. Review Kakak jadi masukan bagi kami dalam melakukan evaluasi layanan BNI ke depannya. Tks. -CX Farid-",2025-12-03 20:37:28,5.16,bni,src.com.bni,kelas bank indonesia keluh saldo hilang respon,netral
08f9d9e4-8d55-488c-b5fe-a4797810ae3c,Kaka Im,https://play-lh.googleusercontent.com/a/ACg8ocIDqUORUWuvIRhWiFxE4CHxmNUpUJOCBbjt6PEX4eoEw-uoXIQ=mo,pertahankan aplikasi BNI mobile. lebih nyaman pake ini lebih simple daripada Wondr.,5,0,5.16,2025-12-01 21:58:03,,,5.16,bni,src.com.bni,tahan aplikasi bni mobile nyaman pake simple wondr,positif
fd8205ac-ae22-4c68-9273-11adc4ec5ed2,RR GEMING,https://play-lh.googleusercontent.com/a-/ALV-UjVGg8kSLij6HF5oShH9EKosGp6mfCWopsNOkq1Jj63echsXEIEl,saya lebih tertarik menggunakan yang ini dati pada yang baru,5,0,5.15,2025-12-01 17:42:26,,,5.15,bni,src.com.bni,tarik mengunakan dati,netral
058316af-6507-49d2-9a34-686dc4df131d,Ahmad Hadi,https://play-lh.googleusercontent.com/a/ACg8ocIsXuEPADtKFby0ZTJkc3MPrG3xLMw3ZKJRqvUylCnyWbrV8Q=mo,lbih bagus aplikasi bni mobile banking yg ini dari pda wonder bni lemot sering bermsalah atau error,5,0,5.16,2025-12-01 16:05:14,,,5.16,bni,src.com.bni,lbih bagus aplikasi bni mobile banking pda wonder bni lambat bermsalah salah,netral
c356ee3a-dd94-4e69-a5dc-3ecc18fed91b,Sunarto Narto,https://play-lh.googleusercontent.com/a/ACg8ocKnQeu_bWBCkmg9XhUWcKTC7tKX_NhXLW2GGH1GRlbTEjLc8sed=mo,sip mantab,5,0,,2025-12-01 14:56:56,,,,bni,src.com.bni,sip mantab,netral
6552a369-3ba5-45d0-8fe8-841f9a0c96b3,Dian Iskandar,https://play-lh.googleusercontent.com/a-/ALV-UjXlpXDs4xnRsL9mz2u2Y4EaDLGvLXiMgg23AC9DX54IwjVnw0A,jelek loadingnya lama terus sekarang,2,0,5.13.0,2025-12-01 13:34:41,"Hai Kak Dian Iskandar, maaf atas kendalanya. Pastikan jaringan stabil dengan data internetnya dari nomor HP yang terdaftar dan di slot 1 serta telah update versi terbaru. Kakak juga bisa clear cache dan restart Hpnya. Demi kemudahan transaksi, Kakak jg bisa pakai wondr by BNI. Tks. -CX Farid-",2025-12-03 20:40:09,5.13.0,bni,src.com.bni,jelek loadingnya,negatif
e44510d9-f798-42d9-a99f-602dbfda62a5,RISK MUBMUB,https://play-lh.googleusercontent.com/a/ACg8ocK6oVQe19Gnyg9eoWemX6RlJyw1JO4DDwtZ5m41QzCQ-dGR5g=mo,BANYAK OFFLINE BANYAK GANGGUAN ERRORR BANYAK,1,0,5.16,2025-12-01 00:56:34,"Hai Kak Risk Mubmub, maaf atas kendalanya. Pastikan jaringan stabil dengan data internetnya dari nomor HP yang terdaftar dan di slot 1 serta telah update versi terbaru. Kakak juga bisa clear cache dan restart Hpnya. Demi kemudahan transaksi, Kakak jg bisa pakai wondr by BNI. Tks. -CX Farid-",2025-12-03 21:22:43,5.16,bni,src.com.bni,ofline ganguan salah,netral
aae12fa1-51ef-4c77-81d9-34602130b57e,Revhi Antari,https://play-lh.googleusercontent.com/a-/ALV-UjV7GFrq7s4hg92Mld7rIWrrmrcaLK43Q6N9PepjaMuF0bQb-8w,"Bni tuh bank.gede di indo, tp mesin Atm bermslah smua. apalagi Batam. di bank segede ini yg cabang nagoya kok bsa g ada mesin stor tunainya, yg di planet dua mesin suka eror. buat ribet nasabah aja..",2,0,5.16,2025-11-30 16:47:02,"Hai Kak Revhi Antari, mohon maaf atas ketidaknyamanannya. Terima kasih atas kritik dan saran untuk aplikasi BNI Mobile. Review Kakak jadi masukan berharga kami dalam melakukan evaluasi aplikasi dan layanan BNI ke depannya. Tks. -CX Farid-",2025-12-03 21:27:34,5.16,bni,src.com.bni,bni tuh bankgede indo mesin atm bermslah smua batam bank gede cabang nagoya bsa mesin stor tunai planet mesin suka salah ribet nasabah,netral
86652f34-5cc3-4ca1-8276-f33fe99053f3,Iwan Gobin,https://play-lh.googleusercontent.com/a/ACg8ocKhtgbDeDuL85unt1Xp13_YhZsGNdtj7xuay2eZNUhy7zTBlA=mo,"tolong jangan hapus apk ini, saya GK bisa pake wonder kaya sangat beda aja lebih nyaman pake apk ini. saya bener gk ngerti pake wonder rumit aja menurut ku. tolong min pertahanin apk ini.",5,0,5.16,2025-11-30 08:40:15,,,5.16,bni,src.com.bni,tolong hapus aplikasi pake wonder kaya beda nyaman pake aplikasi bener ngerti pake wonder rumit tolong min pertahanin aplikasi,negatif
0d5c4327-8d76-4c4e-b0a8-37b5e53830cd,Herdi Fadholi,https://play-lh.googleusercontent.com/a/ACg8ocLI4DvAXj_LnJcCBgbCNQ0YkleUs5fYMA0naXdIv_4NaOqVLc0=mo,"mohon perbaiki untuk pembayaran Qris , selalu gagal harus beberapa kali dulu baru bisa . padahal sinyal bagus . makin lama makin susah dipake",5,2,5.16,2025-11-29 20:17:21,,,5.16,bni,src.com.bni,mohon baik bayar qris gagal kali sinyal bagus susah dipake,netral
f8f0abee-9f85-4581-a0e1-5f73bc7f9fdb,Amanda Putri,https://play-lh.googleusercontent.com/a/ACg8ocJwBZHvMyx1OQjeHh-ryXZ-udN_E5orspAa_wVWsJzMg_fCDVE=mo,"Astaga developernya gmna sii ini tadi mau ngisi token katanya ga cukup saldo, pas udah ngisi saldo tiba² saldo gw berkurang, dilihat bukti transaksi tiba² dah kebeli tokennya, tapi ga bisa dilihat nomor tokennya tolong dong woi apk nya makin rusakk",5,4,5.16,2025-11-29 19:52:03,"Hai Kak Amanda Putri, maaf ya atas kendalanya. Apabila mengalami kendala transaksi, Kakak dapat pelaporan via telepon BNI Call 1500046, akun resmi Media Sosial BNI, TANYA BNI pada fitur BNI Mobile Banking atau WhatsApp resmi BNI 0811-588-1946 agar dibantu pengecekan dan tindak lanjut. Tks -Lasma-",2024-06-29 15:12:04,5.16,bni,src.com.bni,astaga developer gmna ngisi token saldo pas ngisi saldo saldo kurang bukti transaksi dah kebel toke nomor toke tolong woi aplikasi nya rusak,negatif
c7b325b8-c5b4-4f2b-9653-cb47afbeddda,Akhmad Faoezie,https://play-lh.googleusercontent.com/a-/ALV-UjXDgu7ZoClTSIz0Jd9MSG_sOxOBAFjGRmI70o3iytQFBjMRgGI,mohon tetap pertahankan aplikasi ini... karena simpel dalam pengoprasianya 🙏,5,0,5.16,2025-11-29 19:33:12,,,5.16,bni,src.com.bni,mohon tahan aplikasi simpel pengoprasianya,netral
