reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name,app_id
73dc734e-14b8-4baf-9adc-66a1f6b9828f,Siswadi grandtex,https://play-lh.googleusercontent.com/a-/ALV-UjWHHDsQB7P2pCgdC2I_cOjq0PpIS0p-EAYD95nReWJvUfcqkDwyoQ,mantul min,5,0,,2025-12-18 19:10:47,Terima kasih atas review yang telah diberikan Sahabat @Siswadi grandtex. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Alza,2025-12-18 19:13:30,,mandiri,id.bmri.livin
86a154d1-faeb-4561-81bd-17c118ee06dd,Tampan dan Pemberani,https://play-lh.googleusercontent.com/a-/ALV-UjUnd5vaYoMmfvB-X2YeeJMnuaSyGlnuBTEpJ6Z7fKcodxdK8RGE,sudah 3 hari aplikasi tidak bisa dibuka,1,0,1.1.1,2025-12-18 19:09:24,"Halo Sahabat @Tampan dan Pemberani, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2025-12-18 19:12:40,1.1.1,mandiri,id.bmri.livin
5bc2c847-14c0-40a8-9cfe-3e656637d28d,l0v3t0k1ll,https://play-lh.googleusercontent.com/a-/ALV-UjV_n8DTllIwEy6vtw14WSO93GwNiryN5H1KMh24l5DK2eHmP5k,"#BALIKIN MENU POWER CASH#Fasilitas kredit yang siap dipakai kapan aja """"STANBY LOAN"""" Bukan malah ilang dari livin ,CHAT dan TELPON CS GRATIS lewat aplikasi # 2025 gak jaman nelpon pake pulsa serba INTERNET# Tambahin menu di Kartu Kredit#Pengaturan limit -Limit belanja per transaksi bisa di atur sendiri #Pengaturan Transaksi -Transaksi Online bisa di nonaktifkan -Transaksi di luar negri bisa dinonaktifkan Demi keamanan berlapis untuk transaksi dimanapun",1,1,3.2.0,2025-12-18 19:06:51,"Hai Sahabat @l0v3t0k1ll, mohon maaf atas ketidaknyamanannya. Terkait kendala yg dialami Sahabat, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 agar dilakukan pengecekan. Tks~Divia",2025-12-18 19:09:22,3.2.0,mandiri,id.bmri.livin
cc6be253-a65a-482b-99cb-db721800165f,Achmad Syarif,https://play-lh.googleusercontent.com/a-/ALV-UjUPS3pyq1cCKWIR6lePaat55QjuSYE-OQ2-Vbqa3PGNfj_brls,ok,5,0,3.2.0,2025-12-18 18:58:16,"Halo Sahabat @Achmad Syarif, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Raka",2025-12-18 19:00:19,3.2.0,mandiri,id.bmri.livin
4e9c2f1f-6586-4c4f-b23b-704422606d61,Yayuk Navitasari,https://play-lh.googleusercontent.com/a/ACg8ocJ84oQ9cTAfMs-CMOCvQ2-qX8WKz29KWBZEUQCgAhSvkTku3w=mo,sangat mudah dan sangat membantu,5,0,3.2.0,2025-12-18 18:53:59,"Hi Sahabat @Yayuk Navitasari, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Mandala",2025-12-18 19:16:59,3.2.0,mandiri,id.bmri.livin
eaa31950-514e-4caa-bc76-b566a05a837c,Salam Wonorejo,https://play-lh.googleusercontent.com/a/ACg8ocIUApJYA_W2C6JUJSk8fiZsjxLv10kMESCdCiJGOcmvw1ot6g=mo,sering untuk anak yang kulia jauh seperti anak kami... kadang perlu uang dadakan... alhamdulillah... sesama mandiri tambah mantab pakai li v in Mandiri.,5,0,3.2.0,2025-12-18 18:41:39,"Halo Sahabat @Salam Wonorejo, terima kasih atas review yang telah diberikan. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Carlos",2025-12-18 18:48:30,3.2.0,mandiri,id.bmri.livin
4bc0f5e7-fc49-44d1-bba8-fb69905ce843,Andri Fais,https://play-lh.googleusercontent.com/a/ACg8ocJKulX6PceQ8EkLYuZenzNXQ9wZrtLf5OfHFHcMKFehcEYNLg=mo,ya bagus. cpt dan gak lemot,4,0,3.1.0,2025-12-18 18:38:33,"Hai Sahabat @Andri Fais, terima kasih atas review yang telah diberikan. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin’ by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Divia",2025-12-18 18:42:04,3.1.0,mandiri,id.bmri.livin
baff8349-3109-4298-bb77-84f87423f7ab,MITH LOVIC,https://play-lh.googleusercontent.com/a-/ALV-UjVlIELcoK1cvE3PlMOSnFhixtxWpwL7ooNfjASpwBTwL5y2kFoJ,"bagusss. mau is saldo, mau trnsfer ga prlu k bank. tapiiii tiap brp bln hrs upgrade. upgradenya jg hrs ber ulang2 br berhasil",5,0,,2025-12-18 18:33:52,"Halo Sahabat @MITH LOVIC, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Charles",2025-12-18 18:42:21,,mandiri,id.bmri.livin
55e862a5-0112-43ec-9f2b-59242ac06cfd,Pipit Anggun Septiana,https://play-lh.googleusercontent.com/a-/ALV-UjWwP3SnFrQ6EUvp-ffmzYJSl6VwdmEOL14YCd9Jajb2-Di8TOXo,MOHON KEBIJAKANNYA 2.Saya sangat² kecewaa untuk yang kedua kalinya karena top-Up paket data ga masukk².Dan transaksi berstatus berhasil serta memotong saldo saya,1,0,3.2.0,2025-12-18 18:19:36,"Halo Sahabat @Pipit Anggun Septiana, mohon maaf atas ketidaknyamanannya. Terkait kendala transaksi Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks ~ Said",2025-12-18 18:35:40,3.2.0,mandiri,id.bmri.livin
3b12dedb-d46d-4111-88c6-2158b7666858,Afandi,https://play-lh.googleusercontent.com/a-/ALV-UjX_pXu-2OZbZOybiHfEVrRXhW5L7AYquu-rQRyJGyHYgnGxEUk,sangat mudah digunakan dan membantu.,5,0,3.1.0,2025-12-18 17:59:24,"Hai Sahabat @Afandi, terima kasih atas review yang telah diberikan. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin’ by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Divia",2025-12-18 18:04:21,3.1.0,mandiri,id.bmri.livin
5b2e8ac1-ffab-4abe-a0c9-93451d654d48,Rislan David,https://play-lh.googleusercontent.com/a/ACg8ocJvXrWgWVVa2_r4ewfGm7nSUcYAxNjSZW4Ci8hSBTWgRxXP5g=mo,login nya bikin lama betul apalagi kalau keluar masuk,1,0,3.1.0,2025-12-18 17:53:56,"Halo Sahabat @Rislan David, mohon maaf atas ketidaknyamanannya. Kami sarankan Sahabat melakukan force close aplikasi kemudian restart HP yg digunakan, jaringan yg digunakan dlm keadaan stabil dan dipastikan tdk menggunakan WiFi. Jika masih terkendala dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau hubungi mandiri call 14000. Tks ~ Said",2025-12-18 17:57:10,3.1.0,mandiri,id.bmri.livin
e833b41a-b2e4-47ec-b23b-04a20cdc2146,andiakil 1992,https://play-lh.googleusercontent.com/a/ACg8ocKbPk1GfpG-tGOWhpu3SRWGmehhrMrFvI3LlI7zXSu1Yujr-w=mo,baik,3,0,,2025-12-18 17:48:05,"Halo Sahabat @andiakil 1992, terima kasih atas review yang telah diberikan. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Carlos",2025-12-18 17:52:00,,mandiri,id.bmri.livin
2e091f3e-df4d-45bc-9659-af1247098508,cargo aljuffry,https://play-lh.googleusercontent.com/a/ACg8ocIOElF2e6cI2xcZEkFpCA7JxOLGzLalPVZ1hn1eOB8QHYEdkg=mo,tingkatkan lagi,5,0,3.2.0,2025-12-18 17:36:48,Terima kasih atas review yang telah diberikan Sahabat @cargo aljuffry. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Alza,2025-12-18 17:43:17,3.2.0,mandiri,id.bmri.livin
1e56d3fc-23f5-44fb-b886-792bd0b748ff,putra affandi,https://play-lh.googleusercontent.com/a-/ALV-UjWoQ6X8xZ2RBE8u6-Nu9zg8Bn47MFdUX2RupXcmEdMb2QDGUORXwA,tolong di perbaiki saya tidak bisa verifikasi wajah selalu gagal,4,0,3.2.0,2025-12-18 17:36:35,"Halo Sahabat @putra affandi, mohon maaf atas ketidaknyamanannya. Mohon pastikan agar pencahayaan baik dan wajah tidak terlalu dekat dengan kamera. Apabila masih terkendala Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000 agar dapat dilakukan pengecekan.Tks ~ Said",2025-12-18 17:39:30,3.2.0,mandiri,id.bmri.livin
fc672a83-cbee-42ff-800a-4aa20fca8721,Rifka Alfina_Medan,https://play-lh.googleusercontent.com/a-/ALV-UjU4UywENAcSJqSU5ZNiP9zFgy6DErFxNFKq6pdIDT_H705GeceO,"halo bank mandiri, saya izin bertanya. kemarin adik saya buat rekening online melalui Livin mandiri, dan berhasil, kemudian rekening itu saya isi 150 ribu, apakah ATM dan buku tabungan sudah dalam pengiriman???. lalu, hari ini adik saya isi saldo ke rekening tersebut 350 ribu, namun adik saya salah memasukkan pasword dgn huruf kapital, jadi apk nya harus perbarui pasword, namun diminta nomor ATM. lalu bagaimana ya? sedangkan ATM adik saya tidak tau apakah sudah dikirimkan atau belum. ini",1,0,1.3.0,2025-12-18 17:35:50,"Halo Sahabat @Rifka Alfina_Medan, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2025-12-18 17:36:57,1.3.0,mandiri,id.bmri.livin
1cf16a99-6bf8-4435-be0e-06b40903d834,AGUS57 TIAN,https://play-lh.googleusercontent.com/a-/ALV-UjWV6pmSeRrYCImJ9NcgdVWb-MvSb5TPWNbhcXVAF0sYvXCQhps,mantap,5,0,3.1.0,2025-12-18 17:33:23,"Hi Sahabat @AGUS57 TIAN, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Mandala",2025-12-18 17:36:29,3.1.0,mandiri,id.bmri.livin
748184dd-cf73-4963-b893-9952c180cff4,ipay Afriansyah,https://play-lh.googleusercontent.com/a-/ALV-UjVxzVhbmelNF5FZZNnGwu_C6w4bj3Uvecr9IDj5vxA2mijQvf8,"banya nya pembaruan, tapi ntah apa yang di perbarui , mengganggu banget buat transaksi",1,0,3.2.0,2025-12-18 17:27:35,"Hai Sahabat @ipay Afriansyah, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Divia",2025-12-18 17:44:02,3.2.0,mandiri,id.bmri.livin
1ef2cd93-565b-4a2a-a9cf-db34bd2adf56,Demin Satria,https://play-lh.googleusercontent.com/a/ACg8ocJIvbaOQBETAqB7w6zu_oJJ5Z-pZ_YIfcMk52Mv4_SuRr71Ew=mo,sangat membantu,5,0,3.1.0,2025-12-18 17:27:31,"Halo Sahabat @Demin Satria, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Raka",2025-12-18 18:13:37,3.1.0,mandiri,id.bmri.livin
027140c1-7c78-4e9c-8cea-b1fae6963174,Agung Pradana,https://play-lh.googleusercontent.com/a/ACg8ocLFpCl7_Q9hyeAgM8eaWEcg-gz5XUNi8aZKZ0VrjQkbEJFqkw=mo,"sebelum update apk nya bisa masuk, liat saldo dan segala macam. setelah di update tidak bisa masuk lagi. muncul bacaan ""akun belum dapat diakses"". jadi gimana tu jalan keluarnya tanpa ke bank?",2,0,3.2.0,2025-12-18 17:20:13,"Halo Sahabat @Agung Pradana, mohon maaf atas ketidaknyamanannya. Perihal kendala pada layanan Livin' by Mandiri Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri call 14000 agar dapat dilakukan pengecekan. Tks ~ Said",2025-12-18 17:23:32,3.2.0,mandiri,id.bmri.livin
ee3e39e0-d56a-4452-bd40-0392561bdf2b,Sumanto,https://play-lh.googleusercontent.com/a-/ALV-UjXU1pNzZ1uzSlDc0Nou8YJQGFFVBzEWN4ZlsCUoYTE_nxpNcKo,nice,5,0,,2025-12-18 17:07:57,"Halo Sahabat @Sumanto, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Mandiri Mobile Token ya. Tks~Celvin",2025-12-18 17:30:44,,mandiri,id.bmri.livin
794c2c05-3768-4ba2-a418-20cd7e9f6f4f,Mahesa Ahmad (A),https://play-lh.googleusercontent.com/a-/ALV-UjXClAA3ze_Ciitb4zO3Pbz2xl-2Wl8zjZNOE8Y48DTgymeCbuqv,Untuk sejauh ini bagus,5,0,3.2.0,2025-12-18 16:58:48,,,3.2.0,mandiri,id.bmri.livin
533c0b38-7385-49c1-b467-6e0e6880ae1b,Rudy Wijoyo New,https://play-lh.googleusercontent.com/a-/ALV-UjW9ezHn0pPOFDFw78sY4AoC95J5kHeO5oiLVs6eSqXAFB0HdhQ,"aplikasi malah gk bisa login, baru masukin nomor kartu lgsung lougout",2,0,3.2.0,2025-12-18 16:49:21,"Halo Sahabat @Rudy Wijoyo New, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Ervan",2025-12-18 16:53:23,3.2.0,mandiri,id.bmri.livin
82a78e8d-bb67-46af-91b6-8eae1fd4fa1d,Sarbaini Sarbaini,https://play-lh.googleusercontent.com/a/ACg8ocJUjbUzpd8ySbB-jaU6RfY7b-lplCTRb4uvMGZkC7eRdGqOdw=mo,Livin sangat baik mudah untuk saling berbagi nggak usah ke luwar kota pokonya bagi saya sangat berguna untuk keluarga juga dan teman²,5,0,3.1.0,2025-12-18 16:38:28,"Halo Sahabat @Sarbaini Sarbaini, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Charles",2025-12-18 16:47:59,3.1.0,mandiri,id.bmri.livin
d15b161a-0e78-4bbe-b626-629d80556730,Murniah Iskamar,https://play-lh.googleusercontent.com/a-/ALV-UjWIWXviCMvwbM7jaOPa96PdFoEYSXCCeQ_Eom2vxWj-Hk6dTY0,baik,1,0,3.2.0,2025-12-18 16:05:20,"Hai Sahabat @Murniah Iskamar, terima kasih atas review yang telah diberikan. Namun apabila mengalami kendala, mohon untuk mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 agar dapat dilakukan pengecekan ya. Tks~Divia",2025-12-18 16:26:40,3.2.0,mandiri,id.bmri.livin
083a35fc-5c8e-4fc1-864d-54e10fe04c98,Yantocarles,https://play-lh.googleusercontent.com/a/ACg8ocKRk-U91-6fsFbUYw1K057bSMsdXlu70MwpzmDhLCyxDd52Ew=mo,knpa saya tdk bisa login,5,0,3.2.0,2025-12-18 16:00:30,"Hi Sahabat @Yantocarles, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks~Mandala",2025-12-18 16:04:17,3.2.0,mandiri,id.bmri.livin
de34580d-292b-429d-8653-6452702a1ace,Seri Amir,https://play-lh.googleusercontent.com/a/ACg8ocL0Xn6VaA80tOenNlik45UGkVq_SmTrJwIrCDgB7aI5eoFSVA=mo,lebi mudah,5,0,,2025-12-18 15:40:42,Terima kasih atas review yang telah diberikan Sahabat @Seri Amir. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Alza,2025-12-18 15:42:47,,mandiri,id.bmri.livin
c612b0b9-2717-4b04-b60b-734d23e2375f,Risky Bayu,https://play-lh.googleusercontent.com/a/ACg8ocJ871iLQvqUkvIpRbPB4Uwv3EF42hHOj53dBSMTg-lkm1H2_Q=mo,baik sekali,5,0,3.1.0,2025-12-18 15:37:02,"Halo Sahabat @Risky Bayu, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin’ by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Ninis",2025-12-18 15:49:33,3.1.0,mandiri,id.bmri.livin
3bcaccdf-c6fc-4c00-bb44-ce9d02fa5c67,Karlinah,https://play-lh.googleusercontent.com/a-/ALV-UjWzLvCmVixpDeX7m7u8tIJTd6KzzhTi_GPsHwZ8j83FNIR5_jV_,"Sangat membantu, admin perbulannya juga terjangkau. Tetap pertahankan",5,0,3.1.0,2025-12-18 15:31:01,"Halo Sahabat @Karlinah, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin’ by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Danti",2025-12-18 15:33:22,3.1.0,mandiri,id.bmri.livin
beff8670-8f3e-47ad-8c37-573fd61e4723,Ahmad Sukri,https://play-lh.googleusercontent.com/a/ACg8ocLK8FHNfHxoaFXcJvJU14ntIBOUfyDtQkCVpGMmgngogkgzvA=mo,ampun livin minta update terus,3,0,3.1.0,2025-12-18 14:55:08,"Halo Sahabat @Ahmad Sukri, mohon maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks ~ Said",2025-12-18 15:31:15,3.1.0,mandiri,id.bmri.livin
